Placement,Origin,Destination,Advertiser Origin,Advertiser Destination,Average CPC (USD),Average Rank,First Rank Bid (USD),Third Rank Bid (USD),6th Rank Bid (USD),9th Rank Bid (USD),Est. Clicks,Est. Impressions,Est. Spend (USD)
FlyDealFarePanelD_US_FPCMP2,HYD,EWR,HYD,EWR,0.55,3,1.02,0.56,0.56,0.56,0,1,0
FlyDealFarePanelD_US_FPCMP2,NYC,GAY,NYC,GAY,0.95,3,1.02,0.96,0.96,0.96,1,2,0.47
FlyDealFarePanelMOW_US_FPCMP2,HYD,AUS,HYD,AUS,0.25,3.44,1.22,0.52,0.26,0.26,0,2,0
FlyDealFarePanelM_US_FPCMP2,IAD,HYD,IAD,HYD,1,2.12,1.22,1.01,1.01,1.01,1,11,1
FlyDealFarePanelD_US_FPCMP2,DEL,LAX,DEL,LAX,0.55,5,1.02,0.72,0.56,0.56,0,6,0
FlyDealFarePanelMOW_US_FPCMP2,NYC,ATQ,NYC,ATQ,0.75,1,0.75,0.76,0.76,0.76,1,1,0.75
FlyDealFarePanelD_US_FPCMP2,CMH,BLR,CMH,BLR,0.95,4,1.56,1.01,0.96,0.96,1,2,0.47
FlyDealFarePanelMOW_US_FPCMP2,DEL,MEM,DEL,MEM,0.25,4,1.22,0.52,0.26,0.26,0,1,0
FlyDealFarePanelM_US_FPCMP2,TRV,JFK,TRV,JFK,0.45,3,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelD_US_FPCMP2,IAH,DEL,IAH,DEL,1.17,4,3.2,1.19,1.18,1.18,0,1,0
FlyDealFarePanelD_US_FPCMP2,RDU,VTZ,RDU,VTZ,0.95,4,1.56,1.01,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,HYD,MEM,HYD,MEM,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelD_US_FPCMP2,MCI,MAA,MCI,MAA,0.95,4,1.25,1.01,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,HYD,ATL,HYD,ATL,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,BLR,PHL,BLR,PHL,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,SEA,CJB,SEA,CJB,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelM_US_FPCMP2,BUR,DEL,BUR,DEL,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,ICT,HYD,ICT,HYD,0.92,2,1.22,0.93,0.93,0.93,0,2,0
FlyDealFarePanelD_US_FPCMP2,CHI,AMD,CHI,AMD,0.95,4,1.56,1.01,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,IAD,AMD,IAD,AMD,1,2,1.22,1.01,1.01,1.01,2,16,2
FlyDealFarePanelMOW_US_FPCMP2,DEN,MAA,DEN,MAA,0.75,3,1.22,0.76,0.76,0.76,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,ORD,HYD,ORD,0.94,2.47,1.23,0.95,0.95,0.95,1,9,0.94
FlyDealFarePanelDOW_US_FPCMP2,BLR,BOS,BLR,BOS,0.3,4,1.02,0.65,0.31,0.31,0,1,0
FlyDealFarePanelM_US_FPCMP2,IAD,DEL,IAD,DEL,1,2.6,1.51,1.03,1.01,1.01,0,19,0
FlyDealFarePanelMOW_US_FPCMP2,AMD,DEN,AMD,DEN,0.25,4,1.22,0.38,0.26,0.26,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,DEN,VTZ,DEN,VTZ,1.2,1,1.2,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,SFO,HYD,SFO,HYD,1.2,2,2.73,1.21,1.21,1.21,0,3,0
FlyDealFarePanelM_US_FPCMP2,BLR,CRP,BLR,CRP,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelD_US_FPCMP2,DFW,DEL,DFW,DEL,0.95,6.19,3.33,1.24,1.01,0.96,2,10,0.94
FlyDealFarePanelD_US_FPCMP2,ORD,CCU,ORD,CCU,0.95,4,1.25,1.01,0.96,0.96,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,RDU,HYD,RDU,HYD,0.75,3,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,BOS,MAA,BOS,MAA,0.92,3,1.22,0.93,0.93,0.93,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,HOU,GOI,HOU,GOI,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelM_US_FPCMP2,TPA,BOM,TPA,BOM,1,2,1.22,1.01,1.01,1.01,0,6,0
FlyDealFarePanelDOW_US_FPCMP2,DEN,BBI,DEN,BBI,1.2,1,1.2,1.21,1.21,1.21,0,1,0
FlyDealFarePanelM_US_FPCMP2,TLH,AMD,TLH,AMD,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,NYC,MAA,NYC,MAA,0.75,1,0.75,0.76,0.76,0.76,1,1,0.75
FlyDealFarePanelM_US_FPCMP2,LAS,DEL,LAS,DEL,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,EWR,HYD,EWR,HYD,0.92,3.69,1.51,1.22,0.93,0.93,0,4,0
FlyDealFarePanelMOW_US_FPCMP2,CVG,HYD,CVG,HYD,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelM_US_FPCMP2,ORL,DEL,ORL,DEL,1,1,1,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,BOS,CJB,BOS,CJB,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,CVG,AMD,CVG,AMD,0.75,2,1.22,0.76,0.76,0.76,0,3,0
FlyDealFarePanelD_US_FPCMP2,BOM,SFO,BOM,SFO,0.55,3,1.02,0.56,0.56,0.56,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,DEL,IAH,DEL,IAH,0.25,4,1.22,0.54,0.26,0.26,2,4,0.5
FlyDealFarePanelM_US_FPCMP2,PVD,HYD,PVD,HYD,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,DEL,MIA,DEL,MIA,0.25,3,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelM_US_FPCMP2,DEL,BOS,DEL,BOS,0.45,3,1.22,0.46,0.46,0.46,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,JFK,HYD,JFK,0.92,2,1.22,0.93,0.93,0.93,3,9,2.76
FlyDealFarePanelMOW_US_FPCMP2,DEL,DEN,DEL,DEN,0.25,3,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelD_US_FPCMP2,PHX,MOH,PHX,MOH,0.95,3,1.02,0.96,0.96,0.96,1,2,0.47
FlyDealFarePanelDOW_US_FPCMP2,CHI,BOM,CHI,BOM,1.2,2,1.22,1.21,1.21,1.21,0,1,0
FlyDealFarePanelM_US_FPCMP2,BNA,HYD,BNA,HYD,1,2.39,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelD_US_FPCMP2,IAH,HYD,IAH,HYD,0.95,5,1.49,1.02,0.96,0.96,0,3,0
FlyDealFarePanelM_US_FPCMP2,AMD,LAX,AMD,LAX,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,BLR,JFK,BLR,JFK,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,MAA,LAX,MAA,LAX,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,EWR,CCU,EWR,CCU,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,TPA,AMD,TPA,AMD,1.2,4,2.33,1.77,1.21,1.21,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,SAT,DEL,SAT,DEL,0.75,1,0.75,0.76,0.76,0.76,1,1,0.75
FlyDealFarePanelM_US_FPCMP2,SLC,BLR,SLC,BLR,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelD_US_FPCMP2,LAX,TRV,LAX,TRV,0.95,4,1.56,1.01,0.96,0.96,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,DEL,BOS,DEL,BOS,0.3,5.14,1.02,0.65,0.31,0.31,0,2,0
FlyDealFarePanelM_US_FPCMP2,AMD,TRI,AMD,TRI,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,DFW,VTZ,DFW,VTZ,1.2,2,1.27,1.21,1.21,1.21,0,2,0
FlyDealFarePanelM_US_FPCMP2,BUF,GOI,BUF,GOI,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,DEN,HYD,DEN,0.25,3,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelM_US_FPCMP2,BLR,SEA,BLR,SEA,0.45,2.62,1.23,0.46,0.46,0.46,0,2,0
FlyDealFarePanelD_US_FPCMP2,BOS,IXM,BOS,IXM,0.95,4,1.12,1.01,0.96,0.96,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,PIT,HYD,PIT,HYD,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelD_US_FPCMP2,AMD,DFW,AMD,DFW,0.55,4,1.02,0.81,0.56,0.56,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,BOM,IND,BOM,IND,0.25,4,1.22,0.52,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,IAD,HSR,IAD,HSR,0.75,1,0.75,0.76,0.76,0.76,1,1,0.75
FlyDealFarePanelMOW_US_FPCMP2,JFK,DEL,JFK,DEL,1.13,2,1.22,1.14,1.14,1.14,0,19,0
FlyDealFarePanelM_US_FPCMP2,DEL,MSP,DEL,MSP,0.45,3,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,IAH,COK,IAH,COK,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelMOW_US_FPCMP2,TYS,BOM,TYS,BOM,0.92,2,1.22,0.93,0.93,0.93,0,4,0
FlyDealFarePanelM_US_FPCMP2,DEN,DEL,DEN,DEL,1,2,1.22,1.01,1.01,1.01,0,4,0
FlyDealFarePanelD_US_FPCMP2,SAN,DEL,SAN,DEL,0.95,4.69,1.56,1.02,0.96,0.96,2,3,0.94
FlyDealFarePanelDOW_US_FPCMP2,DTW,HYD,DTW,HYD,1.2,2,1.89,1.21,1.21,1.21,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,MAA,NYC,MAA,NYC,0.25,1.52,0.52,0.26,0.26,0.26,0,4,0
FlyDealFarePanelM_US_FPCMP2,NYC,CCU,NYC,CCU,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,COK,JFK,COK,JFK,0.25,3,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelD_US_FPCMP2,DTW,BLR,DTW,BLR,0.95,5,1.25,1.02,0.96,0.96,0,3,0
FlyDealFarePanelM_US_FPCMP2,HYD,BHM,HYD,BHM,0.45,3,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,CLE,VGA,CLE,VGA,0.75,2,1.22,0.76,0.76,0.76,0,3,0
FlyDealFarePanelM_US_FPCMP2,DEL,CMH,DEL,CMH,0.45,3,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelD_US_FPCMP2,TUL,BOM,TUL,BOM,0.95,4,1.25,1.01,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,RDU,BOM,RDU,BOM,0.95,4.35,1.56,1.02,0.96,0.96,1,6,0.47
FlyDealFarePanelMOW_US_FPCMP2,BWI,LKO,BWI,LKO,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelD_US_FPCMP2,SLC,BLR,SLC,BLR,0.95,3,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,JFK,HYD,JFK,HYD,0.95,5,2.02,1.02,0.96,0.96,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,PDX,HYD,PDX,HYD,1.2,2,1.56,1.21,1.21,1.21,0,2,0
FlyDealFarePanelM_US_FPCMP2,BOM,NYC,BOM,NYC,0.45,3,0.58,0.46,0.46,0.46,0,1,0
FlyDealFarePanelD_US_FPCMP2,AUS,BOM,AUS,BOM,0.95,4,1.56,1.01,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,IAH,COK,IAH,COK,1.17,2,1.25,1.18,1.18,1.18,1,4,0.58
FlyDealFarePanelD_US_FPCMP2,JFK,DEL,JFK,DEL,1.17,3.17,4.1,1.24,1.18,1.18,4,8,2.91
FlyDealFarePanelD_US_FPCMP2,HOU,HYD,HOU,HYD,0.95,4,1.56,1.01,0.96,0.96,1,4,0.47
FlyDealFarePanelM_US_FPCMP2,ATL,JGA,ATL,JGA,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,DTW,BOM,DTW,BOM,1,4,1.51,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,MAA,BOS,MAA,BOS,0.45,3,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelD_US_FPCMP2,BOS,MAA,BOS,MAA,0.95,7.17,2.51,1.23,1.01,0.96,0,2,0
FlyDealFarePanelM_US_FPCMP2,DTW,CCU,DTW,CCU,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelMOW_US_FPCMP2,EWR,AMD,EWR,AMD,0.75,3,1.22,0.76,0.76,0.76,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,WAS,HYD,WAS,HYD,0.75,1,0.75,0.76,0.76,0.76,1,1,0.75
FlyDealFarePanelM_US_FPCMP2,HOU,COK,HOU,COK,1,2,1.22,1.01,1.01,1.01,0,8,0
FlyDealFarePanelDOW_US_FPCMP2,CHI,PNQ,CHI,PNQ,1.2,1,1.2,1.21,1.21,1.21,1,1,1.2
FlyDealFarePanelD_US_FPCMP2,ACY,DEL,ACY,DEL,0.95,3,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,CMH,CCU,CMH,CCU,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,OMA,BLR,OMA,BLR,1,2,1.22,1.01,1.01,1.01,0,4,0
FlyDealFarePanelM_US_FPCMP2,DTT,DEL,DTT,DEL,1,1,1,1.01,1.01,1.01,1,2,1
FlyDealFarePanelD_US_FPCMP2,DFW,BOM,DFW,BOM,0.95,7.25,3.23,1.77,1.01,0.96,0,2,0
FlyDealFarePanelD_US_FPCMP2,ICT,AMD,ICT,AMD,0.95,3,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,CLE,ATQ,CLE,ATQ,1,3,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelD_US_FPCMP2,BOS,TRV,BOS,TRV,0.95,4,1.56,1.01,0.96,0.96,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,CHI,MAA,CHI,MAA,0.75,2,0.82,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,IND,DEL,IND,DEL,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelM_US_FPCMP2,TYS,AMD,TYS,AMD,1,2,1.22,1.01,1.01,1.01,1,3,1
FlyDealFarePanelD_US_FPCMP2,LAX,CJB,LAX,CJB,0.95,4,1.25,1.01,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,SAV,BOM,SAV,BOM,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,SFO,KLH,SFO,KLH,1.2,1,1.2,1.21,1.21,1.21,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,BOM,DTT,BOM,DTT,0.25,2,0.52,0.26,0.26,0.26,0,2,0
FlyDealFarePanelD_US_FPCMP2,SFO,ATQ,SFO,ATQ,0.95,5,1.56,1.02,0.96,0.96,1,3,0.47
FlyDealFarePanelMOW_US_FPCMP2,MSP,BLR,MSP,BLR,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelM_US_FPCMP2,CHI,BOM,CHI,BOM,1,1,1,1.01,1.01,1.01,1,4,1
FlyDealFarePanelM_US_FPCMP2,DTW,AMD,DTW,AMD,1,2.6,1.51,1.01,1.01,1.01,0,3,0
FlyDealFarePanelDOW_US_FPCMP2,DEL,LAX,DEL,LAX,0.3,8,1.02,0.76,0.56,0.31,0,1,0
FlyDealFarePanelM_US_FPCMP2,JAN,GOI,JAN,GOI,1,1,1,1.01,1.01,1.01,1,2,1
FlyDealFarePanelMOW_US_FPCMP2,HYD,CHI,HYD,CHI,0.25,4,0.67,0.42,0.26,0.26,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,DEL,LAX,DEL,LAX,0.93,2,1.22,0.94,0.94,0.94,2,5,1.86
FlyDealFarePanelM_US_FPCMP2,SDF,CCJ,SDF,CCJ,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelMOW_US_FPCMP2,AMD,DTT,AMD,DTT,0.25,2.9,0.67,0.42,0.26,0.26,0,3,0
FlyDealFarePanelD_US_FPCMP2,CHI,BDQ,CHI,BDQ,0.95,4,1.56,1.01,0.96,0.96,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,MIA,AMD,MIA,AMD,0.75,2,1.22,0.76,0.76,0.76,1,2,0.75
FlyDealFarePanelMOW_US_FPCMP2,DEL,EWR,DEL,EWR,0.25,3.08,1.22,0.54,0.26,0.26,0,2,0
FlyDealFarePanelM_US_FPCMP2,BOS,MAA,BOS,MAA,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelMOW_US_FPCMP2,HYD,SFO,HYD,SFO,0.25,4.78,1.22,0.54,0.26,0.26,0,6,0
FlyDealFarePanelM_US_FPCMP2,IND,DEL,IND,DEL,1,2,1.22,1.01,1.01,1.01,1,9,1
FlyDealFarePanelM_US_FPCMP2,CLT,VGA,CLT,VGA,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelMOW_US_FPCMP2,IXS,RSW,IXS,RSW,0.25,3,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,DEN,BOM,DEN,BOM,0.92,2,1.22,0.93,0.93,0.93,0,4,0
FlyDealFarePanelM_US_FPCMP2,AMD,CHI,AMD,CHI,0.45,2,0.67,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,DFW,BLR,DFW,BLR,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,MEM,HYD,MEM,HYD,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelD_US_FPCMP2,JAX,BLR,JAX,BLR,0.95,4,1.56,1.01,0.96,0.96,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,SFO,BOM,SFO,BOM,0.92,3,1.22,0.93,0.93,0.93,0,1,0
FlyDealFarePanelD_US_FPCMP2,ALB,BLR,ALB,BLR,0.95,3,1.02,0.96,0.96,0.96,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,HOU,HYD,HOU,0.25,5,1.22,0.47,0.26,0.26,0,1,0
FlyDealFarePanelM_US_FPCMP2,DFW,MAA,DFW,MAA,1,2,1.22,1.01,1.01,1.01,1,5,1
FlyDealFarePanelMOW_US_FPCMP2,CCU,WAS,CCU,WAS,0.25,3,0.52,0.26,0.26,0.26,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,AMD,ATL,AMD,ATL,0.92,2,1.22,0.93,0.93,0.93,1,6,0.92
FlyDealFarePanelDOW_US_FPCMP2,AMD,LAS,AMD,LAS,0.3,3,1.02,0.31,0.31,0.31,1,6,0.3
FlyDealFarePanelM_US_FPCMP2,EWR,CCU,EWR,CCU,1,2,1.22,1.01,1.01,1.01,1,3,1
FlyDealFarePanelMOW_US_FPCMP2,EWR,BOM,EWR,BOM,0.92,3.29,1.51,1.22,0.93,0.93,1,12,0.92
FlyDealFarePanelD_US_FPCMP2,AUS,BLR,AUS,BLR,0.95,4,1.56,1.01,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,NYC,BLR,NYC,BLR,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelD_US_FPCMP2,AMD,SFO,AMD,SFO,0.55,4,1.02,0.65,0.56,0.56,0,1,0
FlyDealFarePanelM_US_FPCMP2,PHL,SXV,PHL,SXV,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,BLR,DFW,BLR,DFW,0.3,4,1.02,0.65,0.31,0.31,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,HYD,EWR,HYD,EWR,1.17,1,1.17,1.18,1.18,1.18,1,1,0.58
FlyDealFarePanelM_US_FPCMP2,MSP,BLR,MSP,BLR,1,2,1.22,1.01,1.01,1.01,0,4,0
FlyDealFarePanelMOW_US_FPCMP2,BOM,EWR,BOM,EWR,0.25,3.36,1.22,0.54,0.26,0.26,2,3,0.5
FlyDealFarePanelM_US_FPCMP2,SLC,DEL,SLC,DEL,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelD_US_FPCMP2,ELP,TRV,ELP,TRV,0.95,3,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,NYC,BLR,NYC,BLR,0.95,5,2.55,1.02,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,CCU,AUS,CCU,AUS,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,BOS,AMD,BOS,AMD,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,LAX,BOM,LAX,BOM,1.2,2,2.52,1.21,1.21,1.21,0,1,0
FlyDealFarePanelM_US_FPCMP2,ORL,ATQ,ORL,ATQ,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,CLE,BOM,CLE,BOM,1,2,1.22,1.01,1.01,1.01,1,3,1
FlyDealFarePanelD_US_FPCMP2,IAD,CJB,IAD,CJB,0.95,4,1.25,1.01,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,DEL,SDF,DEL,SDF,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,TPA,DEL,TPA,DEL,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelD_US_FPCMP2,OKC,DEL,OKC,DEL,0.95,4,1.25,1.01,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,EWR,BBI,EWR,BBI,0.95,4,1.25,1.01,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,PDX,BLR,PDX,BLR,0.95,3,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,SFO,ATQ,SFO,ATQ,0.92,3,1.22,0.93,0.93,0.93,1,1,0.92
FlyDealFarePanelD_US_FPCMP2,DFW,MAA,DFW,MAA,0.95,5,2.52,1.02,0.96,0.96,0,4,0
FlyDealFarePanelDOW_US_FPCMP2,MAA,LAX,MAA,LAX,0.3,3,1.02,0.31,0.31,0.31,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,DEL,ORD,DEL,ORD,0.3,6.16,1.06,0.56,0.42,0.31,1,2,0.3
FlyDealFarePanelD_US_FPCMP2,SFO,VTZ,SFO,VTZ,0.95,5,1.18,1.02,0.96,0.96,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,DFW,MAA,DFW,MAA,1.26,2,2.52,1.27,1.27,1.27,0,3,0
FlyDealFarePanelM_US_FPCMP2,MAA,RDU,MAA,RDU,0.45,3,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelD_US_FPCMP2,PHL,AMD,PHL,AMD,0.95,5,1.56,1.02,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,PHL,AMD,PHL,AMD,1,2,1.22,1.01,1.01,1.01,1,11,1
FlyDealFarePanelM_US_FPCMP2,PHX,DEL,PHX,DEL,1,2,1.22,1.01,1.01,1.01,0,4,0
FlyDealFarePanelM_US_FPCMP2,BUF,DEL,BUF,DEL,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,SAT,HYD,SAT,HYD,1,1,1,1.01,1.01,1.01,2,3,2
FlyDealFarePanelMOW_US_FPCMP2,BOM,ORD,BOM,ORD,0.92,2,1.22,0.93,0.93,0.93,0,2,0
FlyDealFarePanelM_US_FPCMP2,ORD,DEL,ORD,DEL,1,2.75,1.22,1.01,1.01,1.01,0,18,0
FlyDealFarePanelMOW_US_FPCMP2,SDF,DEL,SDF,DEL,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,SFO,COK,SFO,COK,0.9,2,1.22,0.91,0.91,0.91,0,2,0
FlyDealFarePanelM_US_FPCMP2,BLR,DEN,BLR,DEN,0.45,2.5,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,DEL,STL,DEL,STL,0.25,3,1.22,0.26,0.26,0.26,0,5,0
FlyDealFarePanelD_US_FPCMP2,XNA,BLR,XNA,BLR,0.95,4,1.56,1.01,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,JAN,DEL,JAN,DEL,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelD_US_FPCMP2,LAX,DEL,LAX,DEL,0.95,5.62,4.1,1.77,1.02,0.99,2,24,1.42
FlyDealFarePanelMOW_US_FPCMP2,SEA,PNQ,SEA,PNQ,0.75,2,1.22,0.76,0.76,0.76,0,3,0
FlyDealFarePanelD_US_FPCMP2,DEN,MAA,DEN,MAA,0.95,4,1.56,1.01,0.96,0.96,0,3,0
FlyDealFarePanelM_US_FPCMP2,JAX,DEL,JAX,DEL,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelD_US_FPCMP2,DTT,VGA,DTT,VGA,0.95,3,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,JFK,COK,JFK,COK,1.17,3,1.27,1.18,1.18,1.18,0,1,0
FlyDealFarePanelD_US_FPCMP2,DEL,MSP,DEL,MSP,0.55,3,1.02,0.56,0.56,0.56,0,1,0
FlyDealFarePanelM_US_FPCMP2,LGA,AMD,LGA,AMD,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,DEL,ORD,DEL,ORD,0.92,2,1.22,0.93,0.93,0.93,0,8,0
FlyDealFarePanelMOW_US_FPCMP2,DEL,WAS,DEL,WAS,0.25,2.25,0.52,0.26,0.26,0.26,0,4,0
FlyDealFarePanelM_US_FPCMP2,MDW,COK,MDW,COK,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,LAX,CCU,LAX,CCU,1,2.59,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,ORD,DEL,ORD,DEL,1.17,2,1.29,1.18,1.18,1.18,1,3,0.58
FlyDealFarePanelMOW_US_FPCMP2,SFO,NAG,SFO,NAG,0.9,2,1.22,0.91,0.91,0.91,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,DFW,VTZ,DFW,VTZ,0.9,2,1.22,0.91,0.91,0.91,0,8,0
